tema;data;link;duration;tags
Live de Python #32 collections.abc / Collections #5;20171211;http://youtu.be/YXGrOF1KIKI;4033;python tutorial, python 3, curso de python, BDD, TDD, Eduardo Mendes, python, Live de Python, Testes de software, Python
Live de Python #31 User(Dict|List|String) e collections.abc / Collections #4;20171204;http://youtu.be/gCZyrM-V2pY;4024;curso de python, python, Eduardo Mendes, Python, TDD, Live de Python, BDD, Testes de software, python tutorial, python 3
Live de Python #30 ChainMap / Collections #3;20171127;http://youtu.be/TF6oIYAOlag;3286;python tutorial, Eduardo Mendes, Live de Python, Python, BDD, python 3, curso de python, python, TDD, Testes de software
Live de Python #29 Counter, defaultdict e OrderedDict / Collections #2;20171120;http://youtu.be/3NYHjZwhx-M;3679;BDD, curso de python, Eduardo Mendes, Python, Live de Python, TDD, Testes de software, python 3, python, python tutorial
Live de Python #28 Deque e Namedtuple / Collections #1;20171113;http://youtu.be/ubCNqPNIx5Q;4064;Eduardo Mendes, Python, curso de python, Live de Python, TDD, python 3, python tutorial, Testes de software, BDD, python
Live de Python #27 Baixando arquivos e manipulando datas / Web scraping  #8;20171106;http://youtu.be/XuWyfTAC7Qs;4716;Python, curso de python, Eduardo Mendes, BDD, python, python 3, Testes de software, python tutorial, Live de Python, TDD
Live de Python #26 Scrapy / Web scraping #7 (Com artur Gaspar);20171030;http://youtu.be/rbiKXQSOWIM;4209;Eduardo Mendes, Testes de software, python, python 3, python tutorial, BDD, curso de python, TDD, Python, Live de Python
Live de Python #25 Raspando dados não HTML / Web scraping  #6;20171023;http://youtu.be/Pa4LT83osnY;4284;Python, Testes de software, TDD, python, python tutorial, BDD, Live de Python, python 3, curso de python, Eduardo Mendes
Live de Python #24  Tabelas e persistência / Web scraping  #5;20171016;http://youtu.be/7KCBFTeIpLI;3632;Live de Python, TDD, python 3, Testes de software, python tutorial, BDD, Eduardo Mendes, Python, curso de python, python
Live de Python #23  Tor / DeepWeb / Anonimidade / Web scraping  #4;20171002;http://youtu.be/rKcsV91YIio;3812;python 3, python tutorial, Live de Python, python, Eduardo Mendes, Python, curso de python, web scrapping, scrapping, raspagem de dados, tor, selenium, automação, browser, tutorial, automação de testes
Live de Python #22  Requests / Web scraping  #3;20170925;http://youtu.be/geGjMToK5u8;3788;curso de python, python, Python, Eduardo Mendes, BDD, Testes de software, python tutorial, python 3, TDD, Live de Python
Live de Python #21  selenium + Beautifulsoup / Web scraping  #2;20170918;http://youtu.be/kktO7IOjpgs;4023;python tutorial, Python, python 3, python, Testes de software, Eduardo Mendes, curso de python, Live de Python, web scrapping, web scraping python, Selenium, Beautifulsoup, browser, raspagem de dados com python
Live de Python #20 - Selenium / Web scraping  #1;20170911;http://youtu.be/MlzCElmtrxQ;4083;Live de Python, python 3, python tutorial, Python, Eduardo Mendes, curso de python, Testes de software, python, selenium, selenium python, web scraping, scraping, browser, Automação, automação selenium, selenium browser, webdriver
Live de Python #19 - Expressões regulares;20170904;http://youtu.be/AT17Ht87UKI;3741;BDD, python, Python, Testes de software, Live de Python, python tutorial, TDD, Eduardo Mendes, curso de python, python 3
Live de Python #18 - Compreesão de containers e geradores;20170821;http://youtu.be/Axbiz2q2iPA;3820;python 3, Testes de software, curso de python, Eduardo Mendes, python, BDD, TDD, Live de Python, python tutorial, Python
Live de Python #17 - Tipos de containers e suas funcionalidades;20170814;http://youtu.be/cfmV8NUzAhw;4223;Python, python tutorial, python 3, TDD, python, Testes de software, curso de python, BDD, Eduardo Mendes, Live de Python
Live de Python #16 - Manipulação de arquivos e diretórios;20170807;http://youtu.be/8cNpLnH1dsU;3924;python 3, python, Testes de software, Live de Python, Python, curso de python, TDD, Eduardo Mendes, python tutorial, BDD
Live de Python #15 - Comunicação entre Threads (Event e Queue);20170731;http://youtu.be/8vfU84RKbTQ;3805;Eduardo Mendes, python tutorial, BDD, python, Live de Python, python 3, curso de python, Testes de software, Python, TDD
Live de Python #14 - Threads;20170724;http://youtu.be/rwkIPIHwIYY;3881;python tutorial, Python, curso de python, python 3, Testes de software, TDD, Live de Python, python, Eduardo Mendes, BDD
Live de Python #13 - Objetos e métodos especiais (dunders);20170717;http://youtu.be/syctPjStwQU;3612;curso de python, python, Testes de software, python 3, BDD, Eduardo Mendes, TDD, Python, python tutorial, Live de Python
Live de Python #12 - Criando uma API rest com bottle + SQLAlachemy core;20170710;http://youtu.be/DJLho_ZdaII;4276;python 3, python tutorial, BDD, curso de python, Eduardo Mendes, Python, Testes de software, python, Live de Python, TDD
Live de Python #11 - Abstraindo seu banco de dados com SQLAlchemy (core);20170703;http://youtu.be/rBIksyGY4_E;3482;python, Live de Python, python tutorial, Python, TDD, BDD, Eduardo Mendes, curso de python, python 3, Testes de software
Live de Python #10 - Testando comportamento com Python + Behave Parte 2;20170626;http://youtu.be/9EvoggLUp1E;4589;Python, TDD, Live de Python, Eduardo Mendes, curso de python, python, BDD, python tutorial, Testes de software, python 3
Live de Python #10 - Testando comportamento com Python + Behave Parte 1;20170626;http://youtu.be/ReELqf9B86g;975;TDD, Live de Python, python tutorial, curso de python, python 3, Testes de software, python, Eduardo Mendes, BDD, Python
Live de Python #9 - Bottle - Microframework web;20170619;http://youtu.be/WZjOOlrbjUA;4650;Python, Live de Python, python, Bottle, web, api, tutorial
Live de Python #8 - CRUD com SQLite3;20170612;http://youtu.be/2WUo5tD-eIA;4237;curso de python, sqlite3, python, python tutorial, Live de Python, banco de dados, Python, relacional, CRUD
Live de Python #7 - Classes, tipos e objetos;20170607;http://youtu.be/UHe49ASt5kg;4394;Python, objetos, tipos, python tutorial, curso de python, classes, python 3, Live de Python
Live de Python #6 - Funções, closures e decoradores em Python;20170531;http://youtu.be/TaZGQXWFsf4;5099;Live de Python, closures, curso de python, funções, python, Eduardo Mendes, decoradores
Live de Python #5 - Usando o Python debugger;20170524;http://youtu.be/7GnHDfV6KQ8;3985;python, pdb, Python, python tutorial, Live de Python, curso de python, debugger
Live de Python #4 - Testes com Python [Testando Unidades] parte 2;20170517;http://youtu.be/gQyUxKxUaEw;4353;Eduardo Mendes, BDD, Python, TDD, python, live de quarta, python tutorial, Live de Python, decorators, unittest, Testes de software, python 3, curso de python
Live de Python #3 - Uma introdução ao Django com Andre Machado;20170510;http://youtu.be/KZJa8rQecGc;4015;Live de Python, python tutorial, Eduardo Mendes, Django, Introdução, python
Live de Python #2 - Testes com Python [Testando Unidades] parte 1;20170503;http://youtu.be/_Z8mUxORh0g;5307;python tutorial, Testes de software, python 3, curso de python, TDD, Python, Live de Python, unittest, python, live de quarta, BDD, Testes, Eduardo Mendes
Live de Python #1 - Testes com Python [Uma introdução geral];20170426;http://youtu.be/5hL9T3jintE;7796;Testes de software, curso de python, python 3, Selenium, python, python tutorial, BDD, Python, unittests, Testes funcionais, Testes unitários, Eduardo Mendes, Live de Python, TDD
Live de Python #Beta;20170419;http://youtu.be/mDWuZCI6AqM;4400;Testes de software, Python, Live de Python, TDD, Eduardo Mendes, python, python tutorial, python 3, curso de python, BDD
